customer_id,app_account_ref,customer_email_address,contact_no,first,last,dob,device,device_type,line1,line2,city,postcode,country,updated_ts,channel
SC000226874,,tebiv.pavgui.p201424@brand-example.test,+999000201424,Raiwul,"Lonte
 multiline note",1992-12-02,KIOSK-DEVICE-1,kiosk,98 Garden Ave,"
 multiline note",hill view,89743,AUSTRALIA,2025/05/19 12:00:00,website
SC000256151,,pavdri.phamab.p283199@brand-example.test,+999000283199,Pavdri,"Phamab ""quoted, comma""",1957-10-01,DEV-b8fb224c4e10,desk,401 Market Ave,,HILLVIEW,64058,India,2026-01-04 17:30:00,web
SC000202020,,rivex.pavgui.p030016@brand-example.test,+999000030016,Rivex,Pavgui,1987-11-20,DEV-1290411ce620,mob,137 Market St,,Hillview,94643,U.S.,2025-01-18 17:30:00,website
SC000204771,,suldri.zexpav.p072379@brand-example.test,+999000072379,Suldri,Zexpav,1939-09-12,DEV-495df4e62e78,event kiosk,474 Market St,Suite 66,New Town,80758,IN,04-19-25 12:00,website
SC000237853,,preyev.raigui.p082431@brand-example.test,+999000082431,Preyev,Raigui,1976-11-12,DEV-159648a35057,check-in kiosk,227 Vale Ave," ""quoted, comma""",hill view,80758,United Kingdom,2025-09-05T12:00:00+00:00,website
SC000207909,,shasek.qurgui.p269033@brand-example.test,+999000269033,Shasek,Qurgui,1983-10-09,DEV-6b49d3d32bf5,desk,54 Vale St,Suite 158,METROCITY,10205,UK,25-05-2025 12:00:00,WEB
SC000246277,,seknan.sekyev.p124872@brand-example.test,0000000000,Prete,Tursek,1965-03-22,DEV-e5971ff17e16,Tablet,351 Vale Ave,Suite 55,Newtown,80514,AUSTRALIA,2025-12-13T12:00:00+00:00,website
SC000250893,,rairi.jorpre.p150003@brand-example.test,0000000000,Rairi,Jorpre,1979-05-03,DEV-62ba5f8778b1,kiosk,48 Market St,,Hillview,33167,united states,2025-10-22T12:00:00+00:00,web
SC000257973,,fizrai.bivqur.p035520@brand-example.test,+999000035520,Fizrai,Bivqur,1982-02-19,DEV-15ce85a69db7,mobile,162 Park Ave,,hill view,95954,USA,31-05-2025 12:00:00,web
SC000214559,,vexbir.rilon.p238366@brand-example.test,+999000238366,Vexbir,Rilon,2003-02-20,DEV-ffa63e2dc269,desktop,186 Ridge Road,,Greenfield,77582,INDIA,1756123200000,Web
SC000224265,,bircam.shalek.p176131@brand-example.test,+999000176131,Bircam,Shalek,1949-12-07,KIOSK-DEVICE-1,pc,653 Park Ave,,metrocity,18019,US,2025-03-14T12:00:00+00:00,WEB
SC000261022,,pavtur.raipre.p201790@brand-example.test,+999000201790,Pavtur,Raipre,1939-05-02,DEV-3438fc8c78a5,ipad,321 Vale Ave,,greenfield,98445,AUSTRALIA,10-24-25 12:00,WEB
SC000234096,,,+999000239405,Zexbiv,Guiwul,1967-02-27,DEV-62cb41dee1b7,mobile,357 Park St, hello नमस्ते यार,metrocity,64334,US,09-21-25 12:00,website
SC000231299,,pavvex.phaxon.p296399@brand-example.test,+999000296399,Shavex,Lekqur,1994-10-06,DEV-a1890a3b7ce6,ipad,400 Lake St,Floor 12,NewTown,32487,United Kingdom,2025/01/20 12:00:00,web
SC000229310,,drixon.tenox.p206658@brand-example.test,+999000206658,Drixon,Tenox,1969-12-16,DEV-b73015581f32,event kiosk,133 Ridge St,"
 multiline note",Hill View,17135,IND,2025/02/28 12:00:00,web
SC000201586,,jorjor.tedri.p246023@brand-example.test,+999000246023,Jorjor,Tedri,1939-12-06,DEV-b336514e4f4c,tab,494 Vale Road,,Laketown,49189,united kingdom,2025-09-24T12:00:00+00:00,web
SC000267129,,bivxon.nanrai.p090127@brand-example.test,+999000090127,Bivxon,Nanrai,1953-10-19,KIOSK-DEVICE-1,event kiosk,468 Market Ave,,Newtown,24310,United Kingdom,10-08-2025 12:00:00,WEB
SC000272300,,sulmab.korlek.p046009@brand-example.test,,Sulmab,Korlek,1975-01-12,KIOSK-DEVICE-1,event kiosk,130 Vale Ave,Suite 186,METROCITY,20659,GB,1745150400000,WEB
SC000241985,,bivpha.turmab.p110540@brand-example.test,+999000110540,Bivpha,Turmab,1967-01-22,KIOSK-DEVICE-1,Desktop,954 Garden Ave,Suite 181,Newtown,88720,AUS,09-06-2025 12:00:00,web
SC000202514,,tursul.nanjor.p074008@brand-example.test,+999000074008,Tursul,Nanjor,1977-01-04,KIOSK-DEVICE-1,Mobile,277 Ridge St,,Hillview,22494,United Kingdom,10-31-25 12:00,Web
SC000273020,,lekzex.prewul.p257376@brand-example.test,+999000257376,Lekzex,Prewul,1950-12-02,KIOSK-DEVICE-1,DESKTOP,962 Ridge Road,,GREENFIELD,21553,India,1750420800000,Web
SC000243038,,camte.noxmab.p091741@brand-example.test,+999000091741,Camte,"Noxmab ""quoted, comma""",1941-09-22,DEV-bfe7008de5f1,mobile,127 Garden Road,,GREENFIELD,43804,united states,2024-12-24T12:00:00+00:00,Web
SC000272701,,zexsul.rijor.p048507@brand-example.test,+999000048507,"Zexsul
 multiline note",Rijor,1938-11-13,KIOSK-DEVICE-1,ipad,654 Vale Road,,Green-Field,28797,GBR,2025/09/10 12:00:00,Web
SC000271324,,pavdri.mabpre.p042441@brand-example.test,+999000042441,Pavdri,Mabpre,1959-03-25,DEV-6ff2873e83c7,mobile,62 Park Road,,LakeTown,90546,UK,1763208000000,web
SC000218819,,zexnox.turcam.p135662@brand-example.test,+999000135662,Zexnox,"Turcam
 multiline note",1938-08-17,KIOSK-DEVICE-1,tablet,608 Market St,,GREENFIELD,87474,India,1756296000000,website
SC000273729,,nanjor.shaxon.p215325@brand-example.test,+999000215325,Nanjor,Shaxon,1986-01-25,DEV-a0da622ebe23,tablet,157 Ridge Road,,Greenfield,70391,IN,1761480000000,WEB
SC000252194,,qurrai.xondri.p273620@brand-example.test,+999000273620,Qurrai,Xondri,1979-12-08,KIOSK-DEVICE-1,desktop,781 Market Road,Suite 91,GREENFIELD,17292,United States,1747569600000,website
SC000261443,,drinox.seklon.p012589@brand-example.test,+999000012589,Drinox,Seklon,1943-05-08,DEV-eb86ca6f6af9,Tablet,993 Lake St,,Green Field,81162,australia,09-21-25 12:00,web
SC000260824,,camsul.sekkor.p182930@brand-example.test,+999000182930,Camsul,Sekkor,1991-11-17,DEV-25cafd1e0aaa,desk,854 Market Road,,NEWTOWN,16543,IND,2026-02-26T12:00:00+00:00,web
SC000220909,,prerai.xoncam.p152639@brand-example.test,+999000152639,Prerai,Xoncam,1951-07-26,DEV-4e8b49aaf8a5,check-in kiosk,349 Ridge Ave,Floor 2,Green-Field,91216,AUSTRALIA,1768910400000,Web
SC000214661,,korzex.sekrai.p252821@brand-example.test,+999000252821,Korzex,Sekrai,1969-08-21,DEV-76be2c96478a,pc,45 Garden Road,,METROCITY,44249,UK,02-25-25 12:00,web
SC000208348,,,+999000132063,Camkor,Birkor,1990-09-19,KIOSK-DEVICE-1,DESKTOP,116 Vale Ave,,lake town,35940,AU,2025-11-19 17:30:00,WEB
SC000225515,,rilek.camwul.p181897@brand-example.test,+999000181897,Rilek,Camwul,1972-10-12,DEV-2bd36d0cbc3e,Mobile,316 Vale St,,Green Field,60720,United States,11-17-25 12:00,website
SC000205864,,sekpre.temab.p021092@brand-example.test,+999000021092,Sekpre,Temab,2000-10-25,DEV-e069d5461b00,Kiosk,3 Park St,Suite 39,NEWTOWN,92354,Australia,28-07-2025 12:00:00,WEB
SC000265729,,crawul.drimab.p251657@brand-example.test,+999000251657,Crawul,Drimab,1986-09-20,KIOSK-DEVICE-1,TABLET,222 Ridge St,Floor 2,NewTown,86802,U.S.,15-05-2025 12:00:00,Web
SC000213381,,"rilek.camjor.p293257@brand-example.test ""quoted, comma""",+999000293257,Rilek,Camjor 😊,1970-01-01,DEV-a375739de0eb,Mobile,785 Market Road,,METROCITY,71663,Australia,2025-01-30T12:00:00+00:00,website
SC000217890,,ripre.lekyev.p092284@brand-example.test,+999000092284,Ripre,Lekyev,2000-09-27,KIOSK-DEVICE-1,TABLET,355 Ridge Road,Suite 108,Lake Town,34514,UK,2025-09-29 17:30:00,Web
SC000268887,,phacam.guipha.p123551@brand-example.test,0000000000,Phacam,Guipha,1951-07-23,KIOSK-DEVICE-1,smartphone,944 Lake Ave,,Hill View,90418,USA,07-12-2025 12:00:00,Web
SC000217730,," ""quoted, comma""",+999000160617,Sekyev,Korkor,1966-04-04,DEV-65a5ba0f7ce9,event kiosk,639 Lake St,Suite 100,HILLVIEW,70848,USA,2025-06-21T12:00:00+00:00,web
SC000208761,,xondri.ribiv.p030948@brand-example.test,0000000000,Xondri,Ribiv,1942-12-04,DEV-2223dd5c5cdc,Mobile,172 Ridge Ave,Floor 9,Greenfield,39557,U.S.,2025-02-03T12:00:00+00:00,web
SC000200897,,ripha.telon.p280297@brand-example.test,+999000280297,Ripha,Telon,1940-12-09,DEV-eef771797609,Desktop,609 Lake St,,Metro City,72619,AUS,2024/12/27 12:00:00,Web
SC007000800,,sekkor.ripav.u7000800@brand-example.test,,Sekkor,Ripav,,DEV-9dc4a7df1d6d,event kiosk,100 Ridge Road,,Laketown,10800,Australia,2026-04-03 17:26:40,Web
SC000239751,,noxdri.seksul.p010022@brand-example.test,+999000010022,Noxdri,Seksul,1982-12-15,DEV-0779b6054ab4,KIOSK,94 Ridge St,Floor 8,hill view,29597,USA,09-22-25 12:00,Web
SC000214987,,vexrai.nannan.p137416@brand-example.test,,Vexrai,Nannan,1963-05-09,DEV-145dc92b3bf9,ipad,699 Market Ave hello नमस्ते यार,,Metro City,45832,INDIA,2025/11/24 12:00:00,Web
SC000229726,,lekwul.jorwul.p114100@brand-example.test,+999000114100,Lekwul,Jorwul,1953-09-13,DEV-0739b2f729ad,tab,613 Lake Road hello नमस्ते यार,Floor 4,LAKETOWN,24507,INDIA,01-28-26 12:00,WEB
SC000251711,,fizfiz.wulsul.p145056@brand-example.test,+999000145056,Fizfiz,Wulsul,1966-07-05,DEV-f9cc65874699,desktop,662 Garden Road,Suite 57,LakeTown,31336,India,06-18-25 12:00,website
SC000214667,,raipav.mabrai.p069789@brand-example.test,+999000069789,Raipav,Mabrai,1972-07-06,DEV-ebbab5f715c6,tab,131 Market Ave,,Green Field,64376,GB,1747137600000,website
SC000269526,,rinox.mabvex.p085602@brand-example.test,+999000085602,Rinox,Mabvex,2000-10-28,KIOSK-DEVICE-1,mobile,649 Ridge Road,,GREENFIELD,64866,United States,2025/09/22 12:00:00,Web
SC000255346,,jorkor.driri.p009873@brand-example.test,+999000009873,Jorkor,Driri,1974-06-14,DEV-fc8512baafb3,kiosk,574 Garden Road,"Floor 10 ""quoted, comma""",Greenfield,80894,GBR,2026-01-14T12:00:00+00:00,Web
SC007000935,,shacra.lekqur.u7000935@brand-example.test,,Shacra,Lekqur,,DEV-c5de47ae1bc4,mob,235 Ridge Road,,Greenfield,10935,GBR,1775217565000,web
SC000258002,,drifiz.zexte.p033125@brand-example.test,0000000000,Drifiz,Zexte,1940-07-19,DEV-9554f0784687,Desktop,998 Vale Road,,Lake Town,39124,india,2025/08/24 12:00:00,website
SC000256603,,turdri.lekbiv.p221243@brand-example.test,+999000221243,Turdri hello नमस्ते यार,Lekbiv,1997-12-09,KIOSK-DEVICE-1,Kiosk,419 Lake Road,Suite 124,Laketown,45311,USA,2025-04-19 17:30:00,website
SC000251555,,nanpre.rairai.p287043@brand-example.test,+999000287043,Nanpre,Rairai,1954-05-14,DEV-aea420efe3ab,Tablet,830 Park Road,Floor 5,Laketown,30357,United States,2025/02/16 12:00:00,web
SC000226699,,sulfiz.qurri.p139320@brand-example.test,+999000139320,Qurbir,Mabte,1946-02-15,KIOSK-DEVICE-1,ipad,448 Lake Ave,,metrocity,31241,australia,2024-12-05 17:30:00,WEB
SC007001054,,yevri.guixon.u7001054@brand-example.test,,Yevri,Guixon,,DEV-86238c5869c3,Tablet,354 Ridge Road,,Metrocity,11054,GBR,03-04-2026 11:57:26,Web
SC000225139,,shafiz.jorgui.p098244@brand-example.test,+999000098244,Shafiz,Jorgui,1987-07-06,KIOSK-DEVICE-1,Mobile,63 Garden St,,NEWTOWN,29293,United Kingdom,1754827200000,WEB
SC000240381,,raiyev.ridri.p248254@brand-example.test,+999000248254,Raiyev,Ridri,1962-07-16,DEV-b47bdbcadd41,Tablet,655 Market St,Floor 7,Hillview,96401,India,15-01-2026 12:00:00,Web
SC000261932,,mablon.qurpre.p224399@brand-example.test,+999000224399,Mablon,Qurpre,1991-12-17,DEV-6a29964b060c,Desktop,978 Lake St,Suite 6 hello नमस्ते यार,HILLVIEW,90586,India,03-06-26 12:00,WEB
SC007000091,,nanjor.zexwul.u7000091@brand-example.test,,Nanjor,Zexwul,,DEV-bb5bb3616c43,desk,191 Ridge Road,,Green Field,10091,USA,2026/04/03 11:58:32,Web
SC000200523,,prerai.fizfiz.p026818@brand-example.test,+999000026818,Prerai,Fizfiz,1956-07-12,DEV-335af7bce2d6,mobile,530 Ridge St,Suite 148,Greenfield,28876,INDIA,2024-12-30T12:00:00+00:00,Web
SC000260202,,sharai.yevpav.p209274@brand-example.test,+999000209274,Sharai,Yevpav,1973-04-04,DEV-b194a87ee298,Kiosk,141 Market Road,,LAKETOWN,56646,GB,1736942400000,Web
SC000239938,,pretur.korqur.p148775@brand-example.test,+999000148775,Preyev,Lekzex,2002-11-15,DEV-d0ed01f413b6,tablet,397 Garden St,Floor 6,Green-Field,60267,india,12-15-25 12:00,web
SC000204258,,pavsek.shapha.p143156@brand-example.test,+999000143156,Pavsek,Shapha,1980-02-14,KIOSK-DEVICE-1,pc,973 Vale Road,,NewTown,35305,AUS,2025/05/21 12:00:00,web
SC000274973,001110533,bivsek.xonpav.p176562@brand-example.test,+999000176562,Sekte,Fizyev,1942-08-03,DEV-9522525bbdc7,desktop,"361 Garden Ave
 multiline note",,METROCITY,75818,AUS,23-02-2026 12:00:00,Web
SC000212274,,zexbiv.noxgui.p183979@brand-example.test,+999000183979,Quryev,Prenan,1955-03-22,DEV-307f52afa5ed,desktop,498 Lake Ave,,NEWTOWN,48515,AU,2026-01-08 17:30:00,website
SC000224532,,rainox.zexgui.p152996@brand-example.test,+999000152996,Rainox,Zexgui,1957-07-01,DEV-5797bd9e6fc6,kiosk,545 Lake Road,,Hill View,35558,GB,2025/03/10 12:00:00,WEB
SC000204792,,jordri.sekcam.p232828@brand-example.test 😊,+999000232828,Jordri,Sekcam,1968-10-18,DEV-5dcb2c72abac,desktop,804 Market St,,Metrocity,25949,GB,2024-12-10 17:30:00,WEB
SC000203998,,"
 multiline note",+999000238629,Phadri,Noxcam,1958-09-18,DEV-f307a2a0f8f8,smartphone,899 Market St,Suite 15,Metro City,94263,INDIA,08-27-25 12:00,website
SC000208300,,drisul.guinox.p042857@brand-example.test,+999000042857,Drisul,Guinox,1962-03-19,DEV-3dce55752707,MOBILE,653 Lake Ave,Floor 1,Green-Field,29699,UK,1748606400000,Web
SC000200489,,rite.birfiz.p045999@brand-example.test,+999000045999,"Rite ""quoted, comma""",Birfiz,1958-08-12,DEV-af8df1b6f33f,pc,449 Ridge Road,Floor 1,metro-city,36923,United States,03-26-25 12:00,WEB
SC000247242,,turjor.qurgui.p136970@brand-example.test,+999000136970,Turjor,Qurgui,1993-11-22,DEV-390b9b133f8c,mobile,491 Garden Road,,Green Field,55839,IN,2025/08/29 12:00:00,web
SC000271480,,phamab.dripha.p170381@brand-example.test,+999000170381,"Nante ""quoted, comma""",Vexcra,2002-12-15,DEV-5f840234857b,ipad,43 Lake Ave,Floor 6 😊,GREENFIELD,35729,India,03-10-26 12:00,website
SC000248044,,dritur.fizlek.p038092@brand-example.test,+999000038092,Dritur,Fizlek,1972-01-24,DEV-6c75eaa68d3d,check-in kiosk,878 Garden Ave,,HILLVIEW,19966,AUS,03-26-25 12:00,web
SC000205524,,qurbiv.pavlek.p143292@brand-example.test,+999000143292,Qurbiv,Pavlek,1953-12-09,DEV-ae62cb013693,DESKTOP,143 Garden Ave,Floor 12,LAKETOWN,21779,AUS,08-05-25 12:00,Web
SC000255187,,,+999000089631,Tepav,Tefiz hello नमस्ते यार,1997-02-01,DEV-460fba8709e0,TABLET,47 Park Ave,,LAKETOWN,37961,AUSTRALIA,2025/09/19 12:00:00,Web
SC000221916,,,+999000047220,Xonvex,Noxlon,1980-07-08,DEV-c127ead30cd8,desk,165 Park Ave,,Lake Town,33606,australia,1764158400000,Web
SC000275017,,jorjor.mabkor.p077316@brand-example.test,+999000077316,Jorsha,Dripha,2002-04-15,DEV-e9c6c1808393,pc,947 Ridge Road,,Metro City,75517,United Kingdom,1764590400000,web
SC000237698,,bivri.tesha.p130313@brand-example.test,+999000130313,Bivri,Tesha hello नमस्ते यार,1948-12-22,DEV-f19329cd17e3,event kiosk,833 Vale St,Suite 178,Hill View,12338,U.S.,2026-02-12 17:30:00,Web
SC000216387,,bivlek.birlon.p064420@brand-example.test,+999000064420,Bivlek,Birlon,1989-08-02,DEV-56904fdee510,mob,576 Park Road,Floor 3,metrocity,63699,australia,2025-11-04T12:00:00+00:00,Web
SC000250352,,,+999000194654,Xondri,Dripav,1957-10-25,DEV-3bf4a8543935,DESKTOP,367 Lake St,Suite 71,Metrocity,59081,INDIA,15-01-2026 12:00:00,web
SC000269182,001112256,,+999000186469,Wulwul,Phajor,2002-01-15,DEV-430a1a102399,Kiosk,587 Lake Ave,,Metro City,81820,united kingdom,1761652800000,website
SC000236117,,crapav.phalek.p215910@brand-example.test,+999000215910,Crapav,Phalek,1954-09-01,DEV-5b26b2c7d851,MOBILE,27 Lake St,Floor 7,metro-city,26517,Australia,08-31-25 12:00,web
SC000257499,,noxpre.prepre.p202666@brand-example.test,+999000202666,Noxpre,Prepre,2003-10-05,DEV-10925378e20e,Tablet,718 Park St,,Lake Town,26062,united kingdom,21-11-2024 12:00:00,Web
SC000201796,,yevtur.fizpre.p188814@brand-example.test,+999000188814,Yevtur,Fizpre,1970-01-01,DEV-a02b03a2a6f1,MOBILE,779 Park Road,Suite 85,NewTown,71208,INDIA,2025-05-05 17:30:00,WEB
SC000213739,,lekpha.wulte.p016704@brand-example.test,+999000016704,"Prezex
 multiline note",Noxcra,1967-01-03,DEV-1a6d8c04e752,desk,147 Garden Road,,GREENFIELD,69298,AU,2025/01/15 12:00:00,Web
SC000257109,,drikor.jortur.p087376@brand-example.test,+999000087376,Drikor,Jortur,1949-05-26,KIOSK-DEVICE-1,mob,207 Park St,,new town,46193,AUSTRALIA,2024-12-29T12:00:00+00:00,web
SC007001138,,pavfiz.lonsha.u7001138@brand-example.test,,Pavfiz,Lonsha,,DEV-395ab7b587ff,MOBILE,438 Ridge Road,,metrocity,11138,australia,04-03-26 11:56,website
SC000246265,,camwul.raidri.p101494@brand-example.test,+999000101494,Camwul,Raidri,1969-11-18,KIOSK-DEVICE-1,desk,334 Vale Road,,Lake Town,32873,INDIA,2025-01-27 17:30:00,Web
SC000245444,,pavnan.camdri.p109422@brand-example.test,+999000109422,Pavnan,Camdri,1957-08-17,DEV-1d1e2b4bd4c7,desktop,235 Lake Road,,LakeTown,43309,GBR,2025-02-04 17:30:00,WEB
SC000214591,,birlek.ripre.p298607@brand-example.test,+999000298607,Birlek,Ripre,1954-07-24,DEV-5c374e6ca720,ipad,309 Garden Ave,Suite 127,LakeTown,97639,IND,2025/05/09 12:00:00,website
SC000249355,,dripha.lekkor.p167972@brand-example.test,+999000167972,Dripha,Lekkor,1955-11-16,KIOSK-DEVICE-1,MOBILE,674 Vale St,Suite 20,greenfield,84079,australia,25-11-2024 12:00:00,website
SC000224994,001110512,phajor.fizyev.p203715@brand-example.test,+999000203715,Phajor,Fizyev,1952-04-19,DEV-57115df303f8,ipad,77 Park Ave,,metrocity,12977,GBR,2025/12/27 12:00:00,WEB
SC000209659,,raiqur.jorbir.p027778@brand-example.test,+999000027778,Raiqur,Jorbir,1964-12-05,DEV-bc7777572590,Desktop,971 Lake Ave,,HILLVIEW,25968,IN,2026-04-01T12:00:00+00:00,website
SC000243722,,yevlon.mabwul.p071002@brand-example.test,+999000071002,Yevlon,Mabwul,1950-03-15,DEV-b6e29c24ae11,Mobile,162 Ridge Road,,lake town,29314,AUS,2024-11-27T12:00:00+00:00,Web
SC000210695,,zexcam.phacam.p153242@brand-example.test,+999000153242,Zexcam,Phacam hello नमस्ते यार,1970-01-01,DEV-5e88bfc16875,tab,864 Park Road,Suite 46,greenfield,80895,United States,28-01-2026 12:00:00,WEB
SC000200386,,drisek.ripav.p187114@brand-example.test,+999000187114,Tezex,Noxsha,2002-07-15,DEV-19906811cb41,KIOSK,453 Garden St,Floor 10,hill view,85809,U.S.,1748606400000,web
SC000275725,,bivkor.tesek.p182163@brand-example.test,,Birkor,Mabrai,2002-09-15,KIOSK-DEVICE-1,pc,357 Market Road,Floor 3,Laketown,17981,USA,2025/10/04 12:00:00,website
SC000205306,,mabnan.koryev.p152659@brand-example.test,+999000152659,Mabnan,Koryev,1999-03-15,DEV-7c8c6f3ea848,desk,174 Garden Ave,,LakeTown,57160,AUS,2025/02/27 12:00:00,web
SC000206748,,vexsul.jorpre.p004979@brand-example.test,+999000004979,Vexsul,"Jorpre
 multiline note",2004-09-03,DEV-6543639b6bee,TABLET,107 Garden Road,,Hill-View,59516,INDIA,2025-12-25T12:00:00+00:00,WEB
SC000222331,,yevcam.korkor.p205405@brand-example.test,,Yevsek,Cragui,2002-03-15,DEV-50bd320f3ffe,smartphone,344 Lake Road,,LakeTown,54369,United Kingdom,2025-08-19 17:30:00,Web
SC000273590,,,+999000101994,Vexpre,Pavnan,1995-10-08,DEV-d2e7aca9ab68,check-in kiosk,272 Vale St,"Suite 186
 multiline note",Newtown,10722,U.S.,2026-01-27 17:30:00,Web
SC000202186,,wulsul.shasek.p244663@brand-example.test,0000000000,Wulsul,Shasek,1979-01-19,DEV-4473f26f4620,desk,5 Park Road,,Hill-View,92431,united kingdom,2025/06/18 12:00:00,WEB
SC000268575,,turxon.preyev.p086534@brand-example.test,+999000086534,"Turxon ""quoted, comma""",Preyev,2005-09-05,DEV-916723148800,mob,746 Garden Ave,Floor 1,new town,71952,AU,22-08-2025 12:00:00,Web
SC000221941,,bivbir.sulgui.p245674@brand-example.test,+999000245674,Bivbir,Sulgui,1979-03-08,DEV-de36c9ef7d09,mob,629 Lake Ave,Suite 161,metrocity,32483,AU,2026/02/26 12:00:00,WEB
SC000244061,,vexjor.kornox.p188001@brand-example.test,+999000188001,Vexjor,Kornox,1940-11-26,DEV-792cf24446dc,mobile,913 Market Road,,metrocity,38989,United States,27-04-2025 12:00:00,website
SC000234485,,noxcam.sulsek.p248021@brand-example.test,+999000248021,Noxcam,Sulsek,1998-02-03,DEV-eae750f63602,Desktop,538 Vale Ave,,Green Field,32621,UK,01-06-26 12:00,WEB
SC000214522,,noxkor.jordri.p246893@brand-example.test,+999000246893,Noxkor,Jordri,1994-11-12,DEV-9b4ba4350248,TABLET,816 Ridge Road,,GREENFIELD,36040,United Kingdom,03-06-2025 12:00:00,website
SC000262828,,crasek.lekpre.p275654@brand-example.test,+999000275654,Crasek,Lekpre,1962-12-11,DEV-0b83db5f595d,event kiosk,229 Vale St,,LakeTown,24941,united kingdom,2026/01/28 12:00:00,web
SC000202616,,yevsul.pavsek.p086229@brand-example.test,+999000086229,Yevsul,Pavsek,1961-04-09,DEV-83acce81ddfa,ipad,982 Park St,,new town,22926,India,05-29-25 12:00,web
SC000246422,,campav.phapre.p105219@brand-example.test hello नमस्ते यार,+999000105219,Wulvex,Phapre,1962-12-27,DEV-f7419db8e109,check-in kiosk,444 Ridge Road,,Greenfield,80005,INDIA,2025/06/03 12:00:00,website
SC000266525,,sulcam.riqur.p236463@brand-example.test,+999000236463,Sulcam,Riqur,1976-07-07,DEV-817471c0d0fd,DESKTOP,685 Garden St,Suite 106,greenfield,46983,IND,2025-03-31T12:00:00+00:00,Web
SC000217315,,,+999000084115,Qurnan,Lekcam,1945-02-08,KIOSK-DEVICE-1,MOBILE,380 Vale Road,,Metro City,39167,UK,09-23-25 12:00,web
SC000250354,,qurrai.lonbir.p103094@brand-example.test,+999000103094,Qurrai,Lonbir,1980-11-20,DEV-1ca0da124e27,tablet,578 Ridge Road,,METROCITY,27397,United States,2025-11-17T12:00:00+00:00,Web
SC000237245,,noxpav.teri.p223511@brand-example.test,+999000223511,Noxpav,Teri,1959-11-26,DEV-be0643215ae4,ipad,583 Market Road,Suite 80,NewTown,22475,US,2025/09/11 12:00:00,web
SC000243311,,pavkor.zextur.p189793@brand-example.test,+999000189793,Pavkor,Zextur,1956-06-03,KIOSK-DEVICE-1,ipad,161 Market Ave,Floor 3,metro-city,60829,US,07-15-25 12:00,Web
SC000242859,,qa+001@staff.test,+999000152661,Zexpre,Shaxon,1942-06-22,DEV-2c9e1e940010,ipad,663 Ridge Ave,,NewTown,77935,AUSTRALIA,2025/06/19 12:00:00,web
SC000261498,,qurcam.loncam.p250433@brand-example.test,+999000250433,Qurcam,Loncam,1998-10-09,KIOSK-DEVICE-1,TABLET,766 Park Road,,NEWTOWN,72533,IN,2025-12-03T12:00:00+00:00,website
SC000224834,,qurgui.seklon.p229062@brand-example.test,+999000229062,Qurgui,Seklon,1968-12-15,DEV-252111b040ca,DESKTOP,468 Lake Road,,Metro City,20189,AUSTRALIA,2026-03-03T12:00:00+00:00,website
SC000241527,001109808,mabtur.lonpre.p146237@brand-example.test,+999000146237,Mabtur,Lonpre,1974-09-22,DEV-dca85d2ea89b,Desktop,976 Park Road,Suite 197,Metrocity,11166,AU,12-08-2025 12:00:00,Web
SC000214042,,presul.lonrai.p122768@brand-example.test,,Presul,Lonrai,1948-04-11,KIOSK-DEVICE-1,kiosk,213 Park Road,,NewTown,67498,united kingdom,2025/10/17 12:00:00,Web
SC000263930,,bivcam.xoncam.p110990@brand-example.test,+999000110990,Bivcam,Xoncam,1968-06-22,DEV-73dc74ebf962,Tablet,243 Ridge Ave,,New Town,22951,US,2025-08-28T12:00:00+00:00,WEB
SC000273568,,prejor.qurqur.p042139@brand-example.test,+999000042139,Prejor,Qurqur,1994-01-28,DEV-963e1de55540,MOBILE,654 Garden Ave,Suite 43,Hill-View,42306,Australia,2025-06-24 17:30:00,web
SC000223642,,qurgui.tursha.p082685@brand-example.test,+999000082685,Qurgui,Tursha,1971-04-24,KIOSK-DEVICE-1,kiosk,440 Lake Road,"Suite 114
 multiline note hello नमस्ते यार",metro-city,38594,IN,2026/02/27 12:00:00,website
SC000265141,,yevpha.ridri.p204589@brand-example.test,+999000204589,Yevpha,Ridri,1963-04-21,KIOSK-DEVICE-1,ipad,834 Vale Road,,New Town,90508,united kingdom,2025-05-23T12:00:00+00:00,web
SC000203103,,ritur.lonsul.p146957@brand-example.test,+999000146957,Ritur,Lonsul,1991-05-02,KIOSK-DEVICE-1,desktop,856 Ridge Ave,Floor 3,hill view,38989,AU,09-02-2025 12:00:00,Web
SC000244972,,kornox.lekyev.p010321@brand-example.test,+999000010321,Nannox,Guizex,1986-01-12,DEV-bd967a22194b,Mobile,171 Garden Road,,HILLVIEW,97318,India,2026-03-26T12:00:00+00:00,WEB
SC000212818,,leklon.xonte.p135411@brand-example.test,+999000135411,Leklon,Xonte,1999-04-20,DEV-d1b01c0c8ebf,kiosk,469 Ridge Ave,,greenfield,39724,IN,2026-02-19T12:00:00+00:00,WEB
SC000261309,,drikor.qurfiz.p171027@brand-example.test,+999000171027,Drikor,Qurfiz,1955-05-13,KIOSK-DEVICE-1,desk,"909 Park St ""quoted, comma""",,Greenfield,12052,AUS,2025-02-02T12:00:00+00:00,Web
SC007000180,,sekpha.nanzex.u7000180@brand-example.test,,Sekpha,Nanzex,,DEV-679cf01c7f94,Tablet,280 Ridge Road,,greenfield,10180,INDIA,03-04-2026 11:57:00,website
